transaction_id,customer_id,product_id,sale_date,sale_amount,quantity,store_id,region,discount
TXN000089,CUST9817,PROD893,2024-01-02,246.91,7.0,ST005,East,0.0
TXN000090,CUST5022,PROD950,2024-01-02,467.96,5.0,ST004,South,0.0
TXN000091,CUST7209,PROD444,2024-01-02,24.06,6.0,ST002,West,1.92
TXN000092,CUST6576,PROD386,2024-01-02,441.36,5.0,ST005,North,0.0
TXN000093,CUST4130,PROD187,2024-01-02,128.26,7.0,ST004,South,0.0
TXN000094,CUST9041,PROD558,2024-01-02,398.54,2.0,ST003,South,0.0
TXN000095,CUST4986,PROD413,2024-01-02,335.34,6.0,ST004,East,0.0
TXN000096,CUST6419,PROD460,2024-01-02,354.4,5.0,ST003,East,25.56
TXN000097,CUST6169,PROD222,2024-01-02,374.01,3.0,ST002,South,0.0
TXN000098,CUST5530,PROD841,2024-01-02,298.9,9.0,ST005,,0.0
TXN000099,CUST4180,PROD403,2024-01-02,121.47,3.0,ST003,North,0.0
TXN000100,CUST3073,PROD380,2024-01-02,32.3,1.0,ST005,East,0.0
TXN000101,CUST3068,PROD753,2024-01-02,435.55,8.0,ST001,North,0.0
TXN000102,CUST8690,PROD590,2024-01-02,225.83,3.0,ST001,East,0.0
TXN000103,CUST8827,PROD216,2024-01-02,412.84,7.0,ST004,North,0.0
TXN000104,CUST1878,PROD255,2024-01-02,83.11,10.0,ST003,North,0.0
TXN000105,CUST2940,PROD671,2024-01-02,384.58,10.0,ST005,South,0.0
TXN000106,CUST7232,PROD561,2024-01-02,455.17,5.0,ST005,West,0.0
TXN000107,CUST1986,PROD724,2024-01-02,480.45,2.0,ST002,South,3.9
TXN000108,CUST4929,PROD277,2024-01-02,280.48,3.0,ST001,West,0.0
TXN000109,CUST8699,PROD398,2024-01-02,25.99,5.0,ST003,West,0.61
TXN000110,CUST5334,PROD906,2024-01-02,397.71,10.0,ST002,West,8.94
TXN000111,CUST3441,PROD372,2024-01-02,415.05,2.0,ST001,South,0.0
TXN000112,CUST5728,PROD549,2024-01-02,70.93,5.0,ST004,East,0.0
TXN000113,CUST9090,PROD548,2024-01-02,49.42,1.0,ST004,East,0.0
TXN000114,CUST1423,PROD193,2024-01-02,122.17,10.0,ST005,North,0.0
TXN000115,CUST5415,PROD690,2024-01-02,29.71,3.0,ST004,West,0.0
TXN000116,CUST3973,PROD699,2024-01-02,223.58,8.0,ST001,West,0.0
TXN000117,CUST6460,PROD428,2024-01-02,338.37,3.0,ST003,West,0.0
TXN000118,CUST5722,PROD778,2024-01-02,473.14,9.0,ST001,West,11.94
TXN000119,CUST2899,PROD891,2024-01-02,208.05,9.0,ST001,West,0.0
TXN000120,CUST4073,PROD630,2024-01-02,187.27,8.0,ST004,North,10.29
TXN000121,CUST5719,PROD548,2024-01-02,441.61,8.0,ST001,North,0.0
TXN000122,CUST4920,PROD826,2024-01-02,87.61,9.0,ST001,West,8.69
TXN000123,CUST2858,PROD572,2024-01-02,474.06,3.0,ST004,East,0.0
TXN000124,CUST5479,PROD525,2024-01-02,419.01,8.0,ST002,West,0.0
TXN000125,CUST7284,PROD295,2024-01-02,461.72,9.0,ST002,North,36.48
TXN000126,CUST7798,PROD448,2024-01-02,467.78,9.0,ST003,North,13.97
TXN000127,CUST9022,PROD986,2024-01-02,82.81,9.0,ST004,East,0.0
TXN000128,CUST9903,PROD486,2024-01-02,233.12,6.0,ST002,South,0.0
TXN000129,CUST4826,PROD976,2024-01-02,390.02,1.0,ST003,West,0.0
TXN000130,CUST7246,PROD495,2024-01-02,494.32,3.0,ST004,North,47.72
TXN000131,CUST6439,PROD990,2024-01-02,59.18,8.0,ST001,West,0.85
TXN000132,CUST3529,PROD176,2024-01-02,240.05,5.0,ST003,West,0.0
TXN000133,CUST6383,PROD972,2024-01-02,340.44,9.0,ST004,East,0.0
TXN000134,CUST8994,PROD993,2024-01-02,275.1,10.0,ST001,South,0.0
TXN000135,CUST5708,PROD332,2024-01-02,375.92,7.0,ST001,North,0.0
TXN000136,CUST5906,PROD129,2024-01-02,32.54,1.0,ST003,East,0.0
TXN000137,CUST3385,PROD350,2024-01-02,270.27,10.0,ST002,South,16.47
TXN000138,CUST7267,PROD734,2024-01-02,344.74,8.0,ST005,South,21.99
TXN000139,CUST8529,PROD361,2024-01-02,336.75,8.0,ST003,South,31.83
TXN000140,CUST5901,PROD754,2024-01-02,481.39,5.0,ST004,East,18.52
TXN000141,CUST8916,PROD209,2024-01-02,126.23,10.0,ST003,East,0.0
TXN000142,CUST5837,PROD122,2024-01-02,489.19,7.0,ST003,North,0.0
TXN000143,CUST1803,PROD720,2024-01-02,375.13,5.0,ST002,East,7.13
TXN000144,CUST5106,PROD794,2024-01-02,380.23,3.0,ST001,North,0.0
TXN000145,CUST8222,PROD134,2024-01-02,,3.0,ST001,East,0.0
TXN000146,CUST7807,PROD279,2024-01-02,108.39,9.0,ST003,East,0.0
TXN000147,CUST5210,PROD944,2024-01-02,472.65,5.0,ST003,North,0.0
TXN000148,CUST2233,PROD244,2024-01-02,379.53,4.0,ST004,East,14.98
TXN000149,CUST5332,PROD649,2024-01-02,70.56,6.0,ST003,West,0.0
TXN000150,CUST7086,PROD210,2024-01-02,340.67,8.0,ST001,East,0.0
TXN000151,CUST4626,PROD763,2024-01-02,40.98,8.0,ST003,West,0.19
TXN000152,CUST1609,PROD411,2024-01-02,498.0,2.0,ST001,South,0.0
TXN000153,CUST3222,PROD497,2024-01-02,232.29,9.0,ST004,South,0.0
TXN000154,CUST2622,PROD953,2024-01-02,249.78,7.0,ST003,North,0.0
TXN000155,CUST4559,PROD554,2024-01-02,227.9,4.0,ST003,North,0.0
TXN000156,CUST7018,PROD657,2024-01-02,451.83,6.0,ST001,West,43.75
TXN000157,CUST8450,PROD193,2024-01-02,334.76,10.0,ST001,North,0.0
TXN000158,CUST4990,PROD228,2024-01-02,395.62,4.0,ST001,South,0.0
TXN000159,CUST4817,PROD436,2024-01-02,389.44,10.0,ST001,East,0.0
TXN000160,CUST3370,PROD233,2024-01-02,274.71,3.0,ST001,North,9.84
TXN000161,CUST4898,PROD702,2024-01-02,168.65,3.0,ST003,North,7.1
TXN000162,CUST2862,PROD863,2024-01-02,41.14,8.0,ST003,North,0.0
TXN000163,CUST4629,PROD729,2024-01-02,31.25,9.0,ST003,West,0.0
TXN000164,CUST1510,PROD162,2024-01-02,499.31,7.0,ST004,North,0.0
TXN000165,CUST8267,PROD175,2024-01-02,450.64,6.0,ST005,South,12.39
TXN000166,CUST9984,PROD829,2024-01-02,169.34,10.0,ST005,East,0.0
TXN000167,CUST8048,PROD201,2024-01-02,398.62,2.0,ST005,South,0.0
TXN000168,CUST4743,PROD523,2024-01-02,176.08,8.0,ST004,West,0.0
TXN000169,CUST6120,PROD537,2024-01-02,163.14,5.0,ST003,South,0.0
TXN000170,CUST8770,PROD168,2024-01-02,54.7,2.0,ST001,West,4.04
TXN000171,CUST3131,PROD669,2024-01-02,39.39,9.0,ST005,East,0.0
TXN000172,CUST7730,PROD462,2024-01-02,438.07,7.0,ST001,East,0.0
TXN000173,CUST6761,PROD206,2024-01-02,293.18,4.0,ST002,West,3.17
TXN000174,CUST7022,PROD217,2024-01-02,383.68,10.0,ST002,West,0.0
TXN000175,CUST1430,PROD723,2024-01-02,465.25,5.0,ST001,South,35.47
TXN000176,CUST6567,PROD459,2024-01-02,12.99,3.0,ST005,West,0.96
TXN000177,CUST1502,PROD193,2024-01-02,375.59,4.0,ST004,West,0.0
TXN000178,CUST3578,PROD478,2024-01-02,162.7,6.0,ST005,North,0.0
TXN000179,CUST3549,PROD261,2024-01-02,379.67,1.0,ST001,East,0.0
TXN000180,CUST7947,PROD597,2024-01-02,307.47,7.0,ST003,South,0.0
TXN000181,CUST2864,PROD453,2024-01-02,220.66,5.0,ST005,West,0.0
TXN000182,CUST6053,PROD146,2024-01-02,118.05,10.0,ST001,North,11.16
TXN000183,CUST5186,PROD396,2024-01-03,170.78,1.0,ST004,West,6.49
TXN000184,CUST4770,PROD612,2024-01-03,283.77,6.0,ST001,West,0.0
TXN000185,CUST1693,PROD546,2024-01-03,19.18,2.0,ST003,West,0.0
TXN000186,CUST7843,PROD396,2024-01-03,66.43,1.0,ST003,South,0.0
TXN000187,CUST8538,PROD951,2024-01-03,347.91,6.0,ST001,West,0.0
TXN000188,CUST4986,PROD546,2024-01-03,298.55,9.0,ST001,West,0.0
TXN000189,CUST6562,PROD326,2024-01-03,173.2,,ST001,North,0.0
TXN000190,CUST4176,PROD894,2024-01-03,181.19,3.0,ST002,North,3.57
TXN000191,CUST3504,PROD878,2024-01-03,381.98,2.0,ST002,West,0.0
TXN000192,CUST8354,PROD797,2024-01-03,462.84,10.0,ST005,East,0.0
TXN000193,CUST6179,PROD254,2024-01-03,225.48,8.0,ST004,East,0.0
TXN000194,CUST1920,PROD460,2024-01-03,258.6,5.0,ST004,West,9.54
TXN000195,CUST5703,PROD178,2024-01-03,325.89,2.0,ST005,West,0.0
TXN000196,CUST1672,PROD560,2024-01-03,455.43,10.0,ST002,East,0.0
TXN000197,CUST9214,PROD254,2024-01-03,479.28,8.0,ST001,East,0.0
TXN000198,CUST2381,PROD616,2024-01-03,326.6,1.0,ST002,West,0.0
TXN000199,CUST9586,PROD635,2024-01-03,,,ST003,East,0.0
TXN000200,CUST6543,PROD795,2024-01-03,302.96,6.0,ST001,East,20.55
TXN000201,CUST5655,PROD358,2024-01-03,364.63,10.0,ST002,East,24.2
TXN000202,CUST6731,PROD417,2024-01-03,484.17,7.0,ST002,North,0.0
TXN000203,CUST7171,PROD758,2024-01-03,397.91,3.0,ST005,North,0.0
TXN000204,CUST7937,PROD620,2024-01-03,187.3,6.0,ST003,South,0.0
TXN000205,CUST6598,PROD884,2024-01-03,248.27,4.0,ST002,South,20.96
TXN000206,CUST2657,PROD619,2024-01-03,387.73,9.0,ST001,East,0.0
TXN000207,CUST3147,PROD711,2024-01-03,194.59,3.0,ST002,South,0.0
TXN000208,CUST1715,PROD520,2024-01-03,188.51,4.0,ST004,East,0.0
TXN000209,CUST8355,PROD339,2024-01-03,271.67,5.0,ST004,South,0.0
TXN000210,CUST8218,PROD572,2024-01-03,387.02,7.0,ST005,West,0.0
TXN000211,CUST4271,PROD920,2024-01-03,306.29,5.0,ST001,West,0.0
TXN000212,CUST2680,PROD828,2024-01-03,424.49,2.0,ST003,North,0.0
TXN000213,CUST5469,PROD560,2024-01-03,453.6,3.0,ST004,North,0.0
TXN000214,CUST4637,PROD936,2024-01-03,231.05,6.0,ST001,West,11.6
TXN000215,CUST4862,PROD495,2024-01-03,497.32,6.0,ST002,North,0.0
TXN000216,CUST2623,PROD959,2024-01-03,360.21,6.0,ST002,South,33.05
TXN000217,CUST8740,PROD812,2024-01-03,417.24,8.0,ST004,North,0.0
TXN000218,CUST1311,PROD362,2024-01-03,115.67,3.0,ST005,West,3.33
TXN000219,CUST5934,PROD224,2024-01-03,33.4,7.0,ST005,West,2.79
TXN000220,CUST9189,PROD711,2024-01-03,272.67,9.0,ST005,South,0.0
TXN000221,CUST5772,PROD539,2024-01-03,10.77,6.0,ST002,West,0.72
TXN000222,CUST9576,PROD469,2024-01-03,43.16,9.0,ST005,North,0.0
TXN000223,CUST8702,PROD144,2024-01-03,321.48,6.0,ST003,North,0.0
TXN000224,CUST2106,PROD453,2024-01-03,128.15,2.0,ST005,East,4.51
TXN000225,CUST6546,PROD933,2024-01-03,324.97,8.0,ST004,South,0.0
TXN000226,CUST2033,PROD833,2024-01-03,390.33,8.0,ST001,East,30.88
TXN000227,CUST1686,PROD423,2024-01-03,467.35,9.0,ST004,West,35.21
TXN000228,CUST4131,PROD392,2024-01-03,184.92,1.0,ST003,East,6.81
TXN000229,CUST7553,PROD861,2024-01-03,225.47,7.0,ST003,South,0.0
TXN000230,CUST9151,PROD476,2024-01-03,462.91,9.0,ST003,North,0.0
TXN000231,CUST2293,PROD540,2024-01-03,305.2,3.0,ST005,East,0.0
TXN000232,CUST2311,PROD435,2024-01-03,333.85,5.0,ST004,West,14.82
TXN000233,CUST8325,PROD143,2024-01-03,366.14,6.0,ST005,West,35.88
TXN000234,CUST1939,PROD176,2024-01-03,338.88,7.0,ST003,South,0.0
TXN000235,CUST3339,PROD969,2024-01-03,307.71,8.0,ST001,South,23.96
TXN000236,CUST7001,PROD470,2024-01-03,197.6,10.0,ST001,South,0.0
TXN000237,CUST7077,PROD480,2024-01-03,227.53,2.0,ST005,South,0.0
TXN000238,CUST7521,PROD421,2024-01-03,328.28,4.0,ST001,North,0.0
TXN000239,CUST9176,PROD630,2024-01-03,199.62,9.0,ST001,East,0.0
TXN000240,CUST8311,PROD319,2024-01-03,498.22,5.0,ST004,South,42.49
TXN000241,CUST8406,PROD276,2024-01-03,450.35,8.0,ST001,East,0.0
TXN000242,CUST2063,PROD663,2024-01-03,275.66,5.0,ST002,South,0.0
TXN000243,CUST9335,PROD329,2024-01-03,69.47,4.0,ST002,South,0.0
TXN000244,CUST1430,PROD469,2024-01-03,281.47,6.0,ST004,South,0.0
TXN000245,CUST2412,PROD167,2024-01-03,161.55,8.0,ST005,West,0.0
TXN000246,CUST2208,PROD228,2024-01-03,486.47,2.0,ST004,West,0.0
TXN000247,CUST6644,PROD231,2024-01-03,440.2,9.0,ST005,South,0.0
TXN000248,CUST3114,PROD543,2024-01-03,256.4,1.0,ST001,South,0.0
TXN000249,CUST3653,PROD430,2024-01-03,468.02,4.0,ST003,East,0.0
TXN000250,CUST5105,PROD301,2024-01-03,321.18,9.0,ST003,South,0.0
TXN000251,CUST9740,PROD195,2024-01-03,256.26,3.0,ST005,South,16.0
TXN000252,CUST6531,PROD962,2024-01-03,462.73,1.0,ST001,North,29.68
TXN000253,CUST5336,PROD766,2024-01-03,113.3,10.0,ST004,North,0.0
TXN000254,CUST9938,PROD396,2024-01-03,324.53,5.0,ST004,South,0.0
TXN000255,CUST7653,PROD404,2024-01-03,232.24,1.0,ST002,West,0.0
TXN000256,CUST8609,PROD308,2024-01-03,176.69,3.0,ST003,East,0.0
TXN000257,CUST6658,PROD508,2024-01-03,74.08,6.0,ST005,North,0.0
TXN000258,CUST8642,PROD225,2024-01-03,141.06,4.0,ST002,North,13.34
TXN000259,CUST7850,PROD354,2024-01-03,481.72,3.0,ST003,East,7.68
TXN000260,CUST9433,PROD578,2024-01-03,254.39,5.0,ST004,North,10.0
TXN000261,CUST8491,PROD346,2024-01-03,115.42,,ST001,North,6.9
TXN000262,CUST8710,PROD392,2024-01-03,272.98,2.0,ST004,South,0.0
TXN000263,CUST6992,PROD882,2024-01-03,,1.0,ST004,North,0.0
TXN000264,CUST4189,PROD471,2024-01-03,281.08,2.0,ST004,West,0.0
TXN000265,CUST5582,PROD945,2024-01-03,494.65,10.0,ST001,South,0.0
TXN000266,CUST7453,PROD482,2024-01-03,399.5,6.0,ST005,East,0.0
TXN000267,CUST4261,PROD716,2024-01-03,259.47,9.0,ST001,North,18.52
TXN000268,CUST9508,PROD567,2024-01-04,82.98,9.0,ST002,East,0.0
TXN000269,CUST6218,PROD266,2024-01-04,202.55,10.0,ST003,East,0.0
TXN000270,CUST9351,PROD645,2024-01-04,250.02,10.0,ST003,West,0.0
TXN000271,CUST7035,PROD439,2024-01-04,340.17,7.0,ST005,East,0.0
TXN000272,CUST1436,PROD711,2024-01-04,242.55,10.0,ST005,South,0.0
TXN000273,CUST8871,PROD274,2024-01-04,266.87,10.0,ST004,South,0.0
TXN000274,CUST4968,PROD132,2024-01-04,290.56,2.0,ST002,North,0.0
TXN000275,CUST7861,PROD255,2024-01-04,212.35,4.0,ST004,West,0.0
TXN000276,CUST2020,PROD822,2024-01-04,77.66,4.0,ST005,East,0.0
TXN000277,CUST8837,PROD638,2024-01-04,194.64,3.0,ST004,East,0.0
TXN000278,CUST5331,PROD724,2024-01-04,247.25,4.0,ST003,East,24.06
TXN000279,CUST5876,PROD889,2024-01-04,151.61,4.0,ST004,,0.0
TXN000280,CUST5480,PROD394,2024-01-04,69.72,9.0,ST004,West,0.0
TXN000281,CUST3399,PROD397,2024-01-04,30.61,2.0,ST003,West,0.0
TXN000282,CUST8849,PROD319,2024-01-04,109.01,9.0,ST003,East,6.71
TXN000283,CUST4920,PROD348,2024-01-04,34.88,9.0,ST002,South,1.44
TXN000284,CUST8739,PROD202,2024-01-04,343.78,3.0,ST001,South,0.0
TXN000285,CUST8793,PROD588,2024-01-04,328.76,5.0,ST003,East,0.0
TXN000286,CUST2465,PROD767,2024-01-04,291.33,9.0,ST001,South,0.0
TXN000287,CUST3880,PROD137,2024-01-04,498.61,7.0,ST004,South,0.0
TXN000288,CUST5742,PROD997,2024-01-04,28.36,5.0,ST005,North,0.0
TXN000289,CUST6489,PROD391,2024-01-04,232.63,9.0,ST005,West,0.0
TXN000290,CUST3198,PROD971,2024-01-04,257.06,5.0,ST002,North,0.0
TXN000291,CUST8518,PROD763,2024-01-04,136.06,3.0,ST001,East,0.0
TXN000292,CUST4164,PROD279,2024-01-04,309.37,7.0,ST004,East,20.7
TXN000293,CUST4027,PROD243,2024-01-04,243.95,4.0,ST001,East,0.0
TXN000294,CUST8319,PROD871,2024-01-04,140.83,6.0,ST003,North,5.06
TXN000295,CUST4871,PROD163,2024-01-04,337.22,8.0,ST003,South,0.0
TXN000296,CUST9233,PROD820,2024-01-04,387.22,2.0,ST003,East,0.0
TXN000297,CUST4590,PROD236,2024-01-04,244.31,8.0,ST005,East,0.0
TXN000298,CUST9998,PROD582,2024-01-04,,4.0,ST002,North,0.0
TXN000299,CUST9653,PROD820,2024-01-04,187.27,10.0,ST001,North,0.0
TXN000300,CUST9281,PROD307,2024-01-04,290.62,3.0,ST002,East,0.0
TXN000301,CUST8239,PROD219,2024-01-04,343.34,10.0,ST004,North,0.0
TXN000302,CUST8298,PROD928,2024-01-04,37.26,3.0,ST005,West,0.0
TXN000303,CUST1945,PROD672,2024-01-04,236.57,5.0,ST001,West,0.07
TXN000304,CUST4570,PROD692,2024-01-04,45.78,7.0,ST003,North,0.0
TXN000305,CUST1987,PROD170,2024-01-04,493.21,8.0,ST001,East,0.0
TXN000306,CUST3218,PROD884,2024-01-04,324.35,7.0,ST003,West,0.0
TXN000307,CUST7184,PROD484,2024-01-04,49.32,9.0,ST002,East,4.9
TXN000308,CUST7439,PROD641,2024-01-04,72.4,4.0,ST001,North,0.0
TXN000309,CUST8585,PROD789,2024-01-04,362.36,7.0,ST005,West,0.0
TXN000310,CUST5055,PROD571,2024-01-04,179.62,5.0,ST002,North,11.86
TXN000311,CUST1256,PROD346,2024-01-04,110.98,2.0,ST005,North,0.0
TXN000312,CUST1797,PROD350,2024-01-04,372.87,7.0,ST004,South,0.0
TXN000313,CUST1924,PROD243,2024-01-04,256.91,5.0,ST002,East,0.0
TXN000314,CUST6253,PROD342,2024-01-04,157.86,3.0,ST005,South,0.0
TXN000315,CUST5508,PROD162,2024-01-04,,10.0,ST002,West,0.0
TXN000316,CUST1768,PROD452,2024-01-04,471.38,7.0,ST005,East,0.0
TXN000317,CUST7688,PROD252,2024-01-04,156.95,3.0,ST005,West,3.54
TXN000318,CUST3365,PROD925,2024-01-04,236.88,1.0,ST005,West,0.0
TXN000319,CUST9683,PROD237,2024-01-04,200.33,5.0,ST002,East,0.0
TXN000320,CUST8369,PROD967,2024-01-04,191.83,9.0,ST002,North,12.92
TXN000321,CUST1647,PROD994,2024-01-04,45.66,10.0,ST005,South,0.0
TXN000322,CUST6455,PROD410,2024-01-04,478.94,1.0,ST002,South,0.0
TXN000323,CUST2922,PROD864,2024-01-04,,8.0,ST002,South,0.0
TXN000324,CUST4921,PROD665,2024-01-04,167.59,5.0,ST004,West,0.0
TXN000325,CUST6886,PROD415,2024-01-04,138.17,9.0,ST004,West,13.56
TXN000326,CUST8692,PROD879,2024-01-04,421.47,4.0,ST003,East,0.0
TXN000327,CUST4625,PROD859,2024-01-04,81.5,5.0,ST005,West,1.6
TXN000328,CUST4768,PROD488,2024-01-04,289.2,4.0,ST004,East,23.76
TXN000329,CUST9037,PROD571,2024-01-04,92.43,6.0,ST002,South,0.0
TXN000330,CUST9000,PROD288,2024-01-04,459.28,9.0,ST001,North,0.0
TXN000331,CUST2217,PROD937,2024-01-04,337.43,1.0,ST004,South,0.0
TXN000332,CUST4791,PROD169,2024-01-04,356.51,1.0,ST002,West,0.0
